CustomerID,Recency,Frequency,Monetary,Cluster,Segment,churn_probability,churn_predicted,avg_order_value,CLV_basic,CLV_adjusted,Retention_ROI,Worth_Retaining,CLV_tier
13934,263,1,922.1,0,Dormant / At-Risk,0.99978155,1,922.1,1383.15,0.302149117499974,1303.6903508825,True,Bronze
13935,596,3,6116.92,0,Dormant / At-Risk,0.6006682,1,2038.9733333333334,9175.380000000001,3664.0210110840007,5042.589988916,True,Gold
13936,179,3,939.66,0,Dormant / At-Risk,0.99869245,1,313.21999999999997,1409.49,1.842978649500065,1327.1725213505,True,Silver
13937,169,2,880.13,0,Dormant / At-Risk,0.99945134,1,440.065,1320.195,0.7243381886999717,1243.4609118112999,True,Bronze
13938,35,1,71.66,0,Dormant / At-Risk,0.99984956,1,71.66,107.49,0.016170795599997196,92.09932920440001,True,Bronze
13939,23,7,1560.96,1,Champions,0.00090282725,0,222.99428571428572,2341.44,2339.3260841637602,-124.9580841637603,False,Gold
13940,17,4,839.14,1,Champions,0.01189609,0,209.785,1258.71,1243.7362725561,-57.96177255609996,False,Silver
13941,21,15,10027.18,1,Champions,6.650912e-05,0,668.4786666666666,15040.77,15039.769651623179,-761.0381516231791,False,Platinum
13942,534,1,320.0,0,Dormant / At-Risk,0.9998518,1,320.0,480.0,0.07113600000002052,445.928864,True,Bronze
13943,577,1,246.54,0,Dormant / At-Risk,0.9999113,1,246.54,369.81,0.03280214700001946,341.28669785299996,True,Bronze
13944,653,1,200.43,0,Dormant / At-Risk,0.9999045,1,200.43,300.645,0.02871159750000785,275.5840384024999,True,Bronze
13945,394,2,854.1500000000001,0,Dormant / At-Risk,0.9996257,1,427.07500000000005,1281.2250000000001,0.47956251750006357,1206.6841874825002,True,Bronze
13946,79,6,1876.23,1,Champions,0.005157636,0,312.705,2814.3450000000003,2799.8296329115806,-136.20188291158047,False,Gold
13947,65,1,90.6,0,Dormant / At-Risk,0.9998903,1,90.6,135.89999999999998,0.014908229999998688,119.09009176999996,True,Bronze
13948,360,4,548.76,0,Dormant / At-Risk,0.99923193,1,137.19,823.14,0.6322291398000078,771.3507708602,True,Bronze
13949,2,6,2427.32,1,Champions,0.00018546378,0,404.55333333333334,3640.9800000000005,3640.3047300862963,-191.37373008629584,False,Gold
13950,11,4,745.0600000000001,1,Champions,0.03700728,0,186.26500000000001,1117.5900000000001,1076.2310339448002,-24.520533944800036,False,Silver
13951,176,3,674.45,0,Dormant / At-Risk,0.9993092,1,224.8166666666667,1011.6750000000001,0.6988650899999914,950.39238491,True,Bronze
13952,217,14,12823.521,1,Champions,0.0007046873,0,915.9657857142857,19235.2815,19221.726641415025,-958.2092164150235,False,Platinum
13953,7,12,6640.68,1,Champions,6.234962e-05,0,553.39,9961.02,9960.398934188188,-507.4299341881888,False,Platinum
13954,1,2,439.92,1,Champions,0.057839915,0,219.96,659.88,621.7125968898,-4.826596889800044,False,Silver
13955,154,3,544.0699999999999,0,Dormant / At-Risk,0.9993956,1,181.35666666666665,816.1049999999999,0.4932538619999587,764.8064961379999,True,Bronze
13956,5,5,1019.27,1,Champions,0.0020417268,0,203.85399999999998,1528.905,1525.783393686846,-83.32364368684603,False,Silver
13957,417,3,458.25,0,Dormant / At-Risk,0.9996045,1,152.75,687.375,0.27185681249999527,642.7343931875,True,Bronze
13958,379,8,4709.2300000000005,1,Champions,0.0055084853,0,588.6537500000001,7063.845000000001,7024.933913656022,-324.2811636560209,False,Gold
13959,79,6,1064.77,1,Champions,0.16200949,0,177.46166666666667,1597.155,1338.40073299905,168.89651700094987,True,Silver
13960,21,2,230.22,0,Dormant / At-Risk,0.9991359,1,115.11,345.33,0.2983996530000118,317.765100347,True,Bronze
13961,392,1,538.4,0,Dormant / At-Risk,0.99985766,1,538.4,807.5999999999999,0.11495378400001498,757.1050462159999,True,Bronze
13962,21,3,362.8,0,Dormant / At-Risk,0.96881336,1,120.93333333333334,544.2,16.971769488000024,490.018230512,True,Silver
13963,308,17,2860.57,1,Champions,0.0062222746,0,168.26882352941178,4290.8550000000005,4264.156121921217,-197.84387192121676,False,Gold
13964,387,2,438.9,0,Dormant / At-Risk,0.99974114,1,219.45,658.3499999999999,0.17042048099998147,615.2620795189999,True,Bronze
13965,476,3,996.61,0,Dormant / At-Risk,0.9991258,1,332.2033333333333,1494.915,1.3068546930000704,1408.8623953069998,True,Silver
13966,435,1,384.26,0,Dormant / At-Risk,0.99986255,1,384.26,576.39,0.07922480549999045,537.4912751945,True,Bronze
13967,145,2,166.3,0,Dormant / At-Risk,0.999915,1,83.15,249.45000000000002,0.021203250000000437,226.95629674999998,True,Bronze
13968,423,1,123.66,0,Dormant / At-Risk,0.9999441,1,123.66,185.49,0.01036889099999956,166.20513110899998,True,Bronze
13969,7,35,12973.46,1,Champions,6.234962e-05,0,370.6702857142857,19460.19,19458.976664548372,-981.7961645483738,False,Platinum
13970,386,2,846.55,0,Dormant / At-Risk,0.999668,1,423.275,1269.8249999999998,0.4215818999999986,1195.9121680999997,True,Bronze
13971,18,14,4667.57,1,Champions,6.485229e-05,0,333.3978571428571,7001.355,7000.9009460951465,-359.61369609514713,False,Gold
13972,70,2,190.25,0,Dormant / At-Risk,0.99986494,1,95.125,285.375,0.03854274749998991,261.0677072525,True,Bronze
13973,287,1,264.7,0,Dormant / At-Risk,0.99990153,1,264.7,397.04999999999995,0.03909751349998477,367.15840248649994,True,Bronze
13974,49,2,677.72,0,Dormant / At-Risk,0.99884063,1,338.86,1016.58,1.1785923545999928,954.5724076454,True,Silver
13975,31,12,5256.4,1,Champions,9.511486e-05,0,438.0333333333333,7884.599999999999,7883.850057374843,-403.48005737484436,False,Gold
13976,206,4,1192.36,0,Dormant / At-Risk,0.99531555,1,298.09,1788.54,8.378326202999913,1680.734673797,True,Silver
13977,411,1,519.8100000000001,0,Dormant / At-Risk,0.99985456,1,519.8100000000001,779.7150000000001,0.11340174960004072,730.6158482504001,True,Bronze
13978,14,2,196.79,0,Dormant / At-Risk,0.9980348,1,98.395,295.185,0.5800975620000001,269.845652438,True,Bronze
13979,73,7,3379.93,1,Champions,0.00024115438,0,482.84714285714284,5069.8949999999995,5068.672372614609,-262.27212261460954,False,Gold
13980,60,5,768.8199999999999,0,Dormant / At-Risk,0.37959456,0,153.76399999999998,1153.23,715.4701655712,370.09833442879983,True,Silver
13981,415,1,331.14,0,Dormant / At-Risk,0.9998542,1,331.14,496.71,0.07242031799998695,461.80207968199994,True,Bronze
13982,39,9,3954.29,1,Champions,0.000101211655,0,439.36555555555555,5931.4349999999995,5930.834669647124,-305.971419647125,False,Gold
13983,29,21,6753.89,1,Champions,9.584772e-05,0,321.61380952380955,10130.835000000001,10129.863982563555,-515.570732563554,False,Platinum
13984,26,12,1893.8,1,Champions,0.00016032324,0,157.81666666666666,2840.7,2840.244569772132,-151.57956977213234,False,Gold
13985,4,22,10020.86,1,Champions,6.234962e-05,0,455.49363636363637,15031.29,15030.352804780392,-760.6273047803916,False,Platinum
13986,17,1,320.46,0,Dormant / At-Risk,0.99854016,1,320.46,480.68999999999994,0.7017304895999952,445.9537695103999,True,Bronze
13987,379,2,682.54,0,Dormant / At-Risk,0.9997111,1,341.27,1023.81,0.2957787090000372,962.3237212909999,True,Bronze
13988,19,8,4757.8,1,Champions,6.530284e-05,0,594.725,7136.700000000001,7136.233953221773,-366.36895322177224,False,Gold
13989,65,5,2026.06,1,Champions,0.006815609,0,405.212,3039.09,3018.37675084419,-141.2412508441903,False,Gold
13990,213,1,311.3,0,Dormant / At-Risk,0.9998853,1,311.3,466.95000000000005,0.0535591650000108,433.548940835,True,Bronze
13991,12,6,852.88,1,Champions,0.0036456855,0,142.14666666666668,1279.32,1274.6560016261399,-69.30200162614005,False,Silver
13992,30,3,219.5,0,Dormant / At-Risk,0.9961655,1,73.16666666666667,329.25,1.2625091249999878,301.52499087499996,True,Silver
13993,42,19,6775.71,1,Champions,0.00010146212,0,356.6163157894737,10163.565,10162.533783148343,-517.1470331483433,False,Platinum
13994,3,6,2274.14,1,Champions,0.00034430146,0,379.0233333333333,3411.21,3410.0355154166336,-179.38601541663365,False,Gold
13995,15,14,3902.01,1,Champions,7.792147e-05,0,278.71500000000003,5853.015,5852.558924467268,-302.19467446726867,False,Gold
13996,386,2,895.76,0,Dormant / At-Risk,0.9996099,1,447.88,1343.6399999999999,0.5241539639999312,1265.933846036,True,Bronze
13997,519,3,376.46,0,Dormant / At-Risk,0.9995709,1,125.48666666666666,564.6899999999999,0.24230847899997743,526.2131915209999,True,Bronze
13998,446,3,566.7,0,Dormant / At-Risk,0.9995783,1,188.9,850.0500000000001,0.35846608499997396,797.1890339150001,True,Bronze
13999,10,29,9502.26,1,Champions,6.4861444e-05,0,327.6641379310345,14253.39,14252.465504542704,-721.7450045427049,False,Platinum
14000,211,5,2046.34,0,Dormant / At-Risk,0.7263397,1,409.268,3069.5099999999998,840.0030274529998,2066.031472547,True,Silver
14001,45,9,4228.85,1,Champions,0.00010934413,0,469.87222222222226,6343.275000000001,6342.581400113775,-326.47015011377516,False,Gold
14002,134,2,529.73,0,Dormant / At-Risk,0.99966073,1,264.865,794.595,0.2695822456500021,744.59566775435,True,Bronze
14003,732,1,209.41,0,Dormant / At-Risk,0.99989796,1,209.41,314.115,0.03205229460000799,288.37719770539996,True,Bronze
14004,43,11,6258.45,1,Champions,0.00010716659,0,568.9499999999999,9387.675,9386.668954882221,-478.37770488222304,False,Platinum
14005,9,5,2874.72,1,Champions,0.00023817402,0,574.944,4312.08,4311.052974571839,-224.57697457183895,False,Gold
14006,115,7,2196.67,1,Champions,0.0021111388,0,313.81,3295.005,3288.048787098306,-167.79403709830603,False,Gold
14007,512,1,79.48,0,Dormant / At-Risk,0.9999256,1,79.48,119.22,0.008869968000003576,103.250130032,True,Bronze
14008,432,1,509.04,0,Dormant / At-Risk,0.9998504,1,509.04,763.5600000000001,0.11422857599997861,715.2677714240001,True,Bronze
14009,198,3,1099.91,0,Dormant / At-Risk,0.9981419,1,366.6366666666667,1649.8650000000002,3.065614156499957,1554.3061358435002,True,Silver
14010,565,2,445.15,0,Dormant / At-Risk,0.99956936,1,222.575,667.7249999999999,0.2875490940000251,624.0512009059998,True,Bronze
14011,480,2,457.82,0,Dormant / At-Risk,0.9997154,1,228.91,686.73,0.19544335799997817,642.198056642,True,Bronze
14012,277,1,328.8,0,Dormant / At-Risk,0.9998511,1,328.8,493.20000000000005,0.07343748000000364,458.46656252,True,Bronze
14013,110,5,1084.57,0,Dormant / At-Risk,0.88907814,1,216.914,1626.855,180.45378255030008,1355.0584674497,True,Silver
14014,77,3,1948.21,0,Dormant / At-Risk,0.74635357,1,649.4033333333333,2922.315,741.2347670854499,2024.9644829145502,True,Silver
14015,52,1,917.34,0,Dormant / At-Risk,0.99590826,1,917.34,1376.01,5.630275157400014,1291.5792248425998,True,Silver
14016,161,11,11403.41,1,Champions,0.0006402883,0,1036.6736363636364,17105.114999999998,17094.162794995344,-854.3035449953459,False,Platinum
14017,571,1,229.75,0,Dormant / At-Risk,0.99990964,1,229.75,344.625,0.031140314999984847,317.36260968500005,True,Bronze
14018,645,1,367.15,0,Dormant / At-Risk,0.99978703,1,367.15,550.7249999999999,0.11728790324998842,513.0714620967499,True,Bronze
14019,46,3,1421.61,0,Dormant / At-Risk,0.64314085,1,473.86999999999995,2132.415,760.97180434725,1254.82244565275,True,Silver
14020,16,4,1249.01,1,Champions,0.003621794,0,312.2525,1873.5149999999999,1866.72951461409,-96.89026461409026,False,Silver
14021,155,7,1716.58,1,Champions,0.12330403,0,245.22571428571428,2574.87,2257.3781522739,178.74834772609984,True,Gold
14022,225,2,792.15,0,Dormant / At-Risk,0.9996798,1,396.075,1188.225,0.3804696449999913,1118.4332803549999,True,Bronze
14023,7,2,584.07,0,Dormant / At-Risk,0.27523005,0,292.035,876.105,634.97457704475,187.32517295524997,True,Silver
14024,121,3,645.74,0,Dormant / At-Risk,0.99923265,1,215.24666666666667,968.61,0.7432628835000538,909.4362371164999,True,Bronze
14025,464,8,4057.9,1,Champions,0.014267233,0,507.2375,6086.85,6000.00749281395,-227.49999281395048,False,Gold
14026,470,2,713.11,0,Dormant / At-Risk,0.9996424,1,356.555,1069.665,0.382512203999955,1005.799237796,True,Bronze
14027,60,1,104.82,0,Dormant / At-Risk,0.99989176,1,104.82,157.23,0.01701857519999712,139.3514814248,True,Bronze
14028,550,3,10396.5,1,Champions,0.45748532,0,3465.5,15594.75,8460.38080593,6344.631694069998,True,Platinum
14029,63,2,467.66,0,Dormant / At-Risk,0.999398,1,233.83,701.49,0.422296979999994,655.99320302,True,Bronze
14030,18,20,7521.8,1,Champions,6.455132e-05,0,376.09000000000003,11282.7,11281.971686821837,-573.406686821836,False,Platinum
14031,7,44,39019.51,1,Champions,6.234962e-05,0,886.8070454545455,58529.265,58525.61572256837,-2932.8139725683723,False,Platinum
14032,2,16,4546.41,1,Champions,6.264033e-05,0,284.150625,6819.615,6819.1878170659265,-350.5535670659274,False,Gold
14033,555,1,109.44,0,Dormant / At-Risk,0.99990964,1,109.44,164.16,0.014833497599992782,145.9371665024,True,Bronze
14034,22,3,648.89,0,Dormant / At-Risk,0.8873492,1,216.29666666666665,973.335,109.64696641800005,805.0212835819999,True,Silver
14035,28,9,2794.75,1,Champions,0.000118009644,0,310.52777777777777,4192.125,4191.630288821147,-219.11153882114695,False,Gold
14036,284,1,626.65,0,Dormant / At-Risk,0.99985933,1,626.65,939.9749999999999,0.13222628324995664,882.8440237167499,True,Bronze
14037,176,6,836.95,0,Dormant / At-Risk,0.9503729,1,139.49166666666667,1255.4250000000002,62.30310201750005,1120.3506479825,True,Silver
14038,78,5,3069.88,1,Champions,0.0017318932,0,613.976,4604.82,4596.844943554775,-232.26594355477573,False,Gold
14039,33,2,267.28000000000003,0,Dormant / At-Risk,0.9993969,1,133.64000000000001,400.9200000000001,0.24179485199998704,370.632205148,True,Bronze
14040,40,35,12523.81,1,Champions,0.00010146212,0,357.82314285714284,18785.715,18783.808961530387,-947.379711530386,False,Platinum
14041,266,1,141.41,0,Dormant / At-Risk,0.99994445,1,141.41,212.115,0.011782988250003248,191.49746701175002,True,Bronze
14042,725,1,431.98,0,Dormant / At-Risk,0.99973625,1,431.98,647.97,0.17090208750000457,605.4005979125,True,Bronze
14043,491,2,302.6,0,Dormant / At-Risk,0.9998042,1,151.3,453.90000000000003,0.08887361999998558,421.11612638,True,Bronze
14044,26,10,3077.7,1,Champions,0.000109283574,0,307.77,4616.549999999999,4616.04548691645,-240.32298691645065,False,Gold
14045,109,16,10986.63,1,Champions,0.0002712097,0,686.664375,16479.945,16475.475479060533,-829.5277290605336,False,Platinum
14046,284,1,154.99,0,Dormant / At-Risk,0.99994445,1,154.99,232.485,0.012914541750003559,210.84783545825,True,Bronze
14047,8,14,3968.11,1,Champions,6.264033e-05,0,283.43642857142856,5952.165,5951.792154420185,-307.23540442018566,False,Gold
14048,305,3,748.69,0,Dormant / At-Risk,0.9994481,1,249.56333333333336,1123.035,0.6198030165000558,1056.2634469835,True,Bronze
14049,16,13,13023.4,1,Champions,6.455132e-05,0,1001.8,19535.1,19533.838983508667,-985.4939835086698,False,Platinum
14050,31,2,746.36,0,Dormant / At-Risk,0.99659723,1,373.18,1119.54,3.809537125799999,1049.7534628741998,True,Silver
14051,0,37,21770.98,1,Champions,6.234962e-05,0,588.4048648648649,32656.47,32654.43388150496,-1640.7873815049606,False,Platinum
14052,19,2,466.66,0,Dormant / At-Risk,0.9861946,1,233.33,699.99,9.663641945999977,645.326858054,True,Silver
14053,124,4,572.3,0,Dormant / At-Risk,0.99609715,1,143.075,858.4499999999999,3.350401582500011,802.1770984174999,True,Silver
14054,65,1,92.46,0,Dormant / At-Risk,0.9998903,1,92.46,138.69,0.015214292999998663,121.740285707,True,Bronze
14055,106,3,1520.96,0,Dormant / At-Risk,0.9614215,1,506.9866666666667,2281.44,88.0145330399999,2069.35346696,True,Silver
14056,1,23,8152.71,1,Champions,6.234962e-05,0,354.46565217391304,12229.065,12228.302522444295,-620.6907724442954,False,Platinum
14057,23,22,8346.66,1,Champions,6.918343e-05,0,379.39363636363635,12519.99,12519.123824148235,-635.1333241482353,False,Platinum
14058,462,2,469.19,0,Dormant / At-Risk,0.9997154,1,234.595,703.785,0.20029721099997763,658.3954527889999,True,Bronze
14059,266,1,183.6,0,Dormant / At-Risk,0.99994445,1,183.6,275.4,0.015298470000004215,251.61470152999993,True,Bronze
14060,4,30,8898.24,1,Champions,6.234962e-05,0,296.608,13347.36,13346.527797175999,-676.5357971759986,False,Platinum
14061,507,3,917.43,0,Dormant / At-Risk,0.9987398,1,305.81,1376.145,1.7342179290000614,1295.6035320709998,True,Silver
14062,9,24,25585.65,1,Champions,6.234962e-05,0,1066.0687500000001,38378.475000000006,38376.08211666758,-1926.5308666675774,False,Platinum
14063,438,9,22710.2,1,Champions,0.005664201,0,2523.355555555556,34065.3,33872.347293674706,-1520.3122936747059,False,Platinum
14064,29,15,3260.24,1,Champions,0.00013183565,0,217.3493333333333,4890.36,4889.715276210666,-253.87327621066652,False,Gold
14065,389,3,891.02,0,Dormant / At-Risk,0.99909675,1,297.00666666666666,1336.53,1.2072207225000295,1258.4962792774998,True,Silver
14066,266,1,152.55,0,Dormant / At-Risk,0.99994445,1,152.55,228.82500000000002,0.012711228750003504,207.37103877125,True,Bronze
14067,63,2,374.7,0,Dormant / At-Risk,0.99955505,1,187.35,562.05,0.2500841474999997,523.6974158524998,True,Bronze
14068,320,4,1516.72,0,Dormant / At-Risk,0.9950867,1,379.18,2275.08,11.17815056400002,2140.147849436,True,Silver
14069,514,2,225.81,0,Dormant / At-Risk,0.99990845,1,112.905,338.71500000000003,0.031009358250017383,311.74824064175,True,Bronze
14070,684,1,321.6,0,Dormant / At-Risk,0.9998098,1,321.6,482.40000000000003,0.09175248000001411,448.18824752,True,Bronze
14071,3,8,1437.57,1,Champions,0.00042712138,0,179.69625,2156.355,2155.43397467663,-116.89672467663013,False,Silver
14072,666,1,390.85,0,Dormant / At-Risk,0.99975055,1,390.85,586.2750000000001,0.14624629874999087,546.81500370125,True,Bronze
14073,32,1,151.04,0,Dormant / At-Risk,0.99984086,1,151.04,226.56,0.03605475839998789,205.19594524160001,True,Bronze
14074,623,1,219.4,0,Dormant / At-Risk,0.9999113,1,219.4,329.1,0.029191170000017322,302.61580883,True,Bronze
14075,4,6,1734.87,1,Champions,0.0005421137,0,289.145,2602.305,2600.8942548079212,-138.7045048079217,False,Gold
14076,129,1,118.67,0,Dormant / At-Risk,0.9999324,1,118.67,178.005,0.012033137999990295,159.092716862,True,Bronze
14077,40,6,615.08,1,Champions,0.27610147,0,102.51333333333334,922.6200000000001,667.8832617486001,198.60573825139988,True,Silver
14078,101,9,1553.47,1,Champions,0.007932274,0,172.60777777777778,2330.205,2311.72117546383,-108.02642546383049,False,Gold
14079,124,2,618.73,0,Dormant / At-Risk,0.9996855,1,309.365,928.095,0.29188587749999567,871.3983641225,True,Bronze
14080,32,5,1115.68,1,Champions,0.022628827,0,223.13600000000002,1673.52,1635.65020543896,-55.806205438960205,False,Silver
14081,302,10,4867.57,1,Champions,0.0011681842,0,486.75699999999995,7301.355,7292.825672450409,-366.5384224504096,False,Gold
14082,364,2,413.36,0,Dormant / At-Risk,0.9997447,1,206.68,620.04,0.15829621199997415,578.8797037879999,True,Bronze
14083,4,11,1082.19,1,Champions,0.00044465388,0,98.3809090909091,1623.285,1622.5632000264043,-90.44245002640423,False,Silver
14084,512,1,150.5,0,Dormant / At-Risk,0.9999256,1,150.5,225.75,0.016795800000006772,204.44570419999997,True,Bronze
14085,2,33,9720.67,1,Champions,6.234962e-05,0,294.5657575757576,14581.005000000001,14580.095879879034,-738.1411298790335,False,Platinum
14086,462,1,39.95,0,Dormant / At-Risk,0.9999403,1,39.95,59.925000000000004,0.0035775224999997526,46.9251724775,True,Bronze
14087,2,3,829.47,1,Champions,0.00830633,0,276.49,1244.205,1233.87022268235,-61.875472682350164,False,Silver
14088,10,16,64036.8,1,Champions,6.4861444e-05,0,4002.3,96055.20000000001,96048.9697210243,-4806.529721024301,False,Platinum
14089,56,1,158.75,0,Dormant / At-Risk,0.9998846,1,158.75,238.125,0.02747962499999708,216.19127037500002,True,Bronze
14090,324,1,76.32000000000001,0,Dormant / At-Risk,0.9999467,1,76.32000000000001,114.48000000000002,0.006101784000003879,98.749898216,True,Bronze
14091,654,2,9530.08,0,Dormant / At-Risk,0.8694903,1,4765.04,14295.119999999999,1865.6518226639992,11704.712177335998,True,Silver
14092,7,24,7229.45,1,Champions,6.234962e-05,0,301.2270833333333,10844.175,10843.498869809537,-551.5326198095372,False,Platinum
14093,12,1,433.86,0,Dormant / At-Risk,0.98855394,1,433.86,650.79,7.448981387400023,600.8015186125999,True,Silver
14094,439,1,311.77,0,Dormant / At-Risk,0.9998884,1,311.77,467.655,0.052190297999995076,434.22005970199996,True,Bronze
14095,722,1,2.95,0,Dormant / At-Risk,0.99989796,1,2.95,4.425000000000001,0.00045152700000011266,-5.796701527,False,Bronze
14096,4,17,65164.79,1,Champions,6.234962e-05,0,3833.2229411764706,97747.185,97741.09050015919,-4891.2647501592,False,Platinum
14097,481,2,422.86,0,Dormant / At-Risk,0.9997098,1,211.43,634.29,0.18407095800001155,592.3914290419999,True,Bronze
14098,36,1,147.35,0,Dormant / At-Risk,0.99984705,1,147.35,221.02499999999998,0.03380577375000896,199.93994422624996,True,Bronze
14099,16,20,5750.91,1,Champions,6.485229e-05,0,287.5455,8626.365,8625.805560475374,-440.75881047537405,False,Platinum
14100,137,1,191.95,0,Dormant / At-Risk,0.999931,1,191.95,287.92499999999995,0.01986682499999589,263.50888317499994,True,Bronze
14101,73,13,9961.93,1,Champions,0.00014792674,0,766.3023076923077,14942.895,14940.684546256489,-754.9342962564897,False,Platinum
14102,5,5,1105.88,1,Champions,0.0017373699,0,221.17600000000002,1658.8200000000002,1655.9380160624823,-90.05901606248221,False,Silver
14104,154,5,743.53,0,Dormant / At-Risk,0.98033065,1,148.706,1115.295,21.937127708250035,1027.59312229175,True,Silver
14105,239,5,5988.83,1,Champions,0.039459568,0,1197.766,8983.244999999999,8628.770033061839,-104.6872830618413,False,Platinum
14106,737,1,214.8,0,Dormant / At-Risk,0.99989796,1,214.8,322.20000000000005,0.0328772880000082,296.057122712,True,Bronze
14107,51,11,4877.3,1,Champions,0.000114293915,0,443.39090909090913,7315.950000000001,7315.113831432557,-374.961331432557,False,Gold
14108,30,4,1044.96,1,Champions,0.12716313,0,261.24,1567.44,1368.1194235128,110.94857648719994,True,Silver
14109,72,1,144.2,0,Dormant / At-Risk,0.999892,1,144.2,216.29999999999998,0.023360399999999348,195.46163959999998,True,Bronze
14110,3,33,12987.95,1,Champions,6.234962e-05,0,393.57424242424247,19481.925000000003,19480.710309379385,-982.8815593793843,False,Platinum
14111,14,4,692.85,1,Champions,0.04222767,0,173.2125,1039.275,995.38883826075,-18.077588260749963,False,Silver
14112,22,13,5834.59,1,Champions,6.681922e-05,0,448.8146153846154,8751.885,8751.300205870772,-447.0094558707715,False,Platinum
14113,3,16,7092.610000000001,1,Champions,6.234962e-05,0,443.28812500000004,10638.915,10638.251667692539,-541.2824176925387,False,Platinum
14114,273,7,1364.09,0,Dormant / At-Risk,0.94497836,1,194.86999999999998,2046.1349999999998,112.58170336139995,1821.2465466385997,True,Silver
14115,501,2,622.67,0,Dormant / At-Risk,0.999718,1,311.335,934.0049999999999,0.26338941000000415,877.0413605899998,True,Bronze
14116,19,5,1382.74,1,Champions,0.0015328659,0,276.548,2074.11,2070.930667508151,-110.52616750815105,False,Silver
14117,143,1,90.0,0,Dormant / At-Risk,0.999931,1,90.0,135.0,0.009314999999998075,118.24068500000001,True,Bronze
14118,428,1,458.45,0,Dormant / At-Risk,0.999858,1,458.45,687.675,0.09764984999998313,643.1936001499998,True,Bronze
14119,375,2,183.37,0,Dormant / At-Risk,0.99993443,1,91.685,275.055,0.018035356349988797,251.28421464365005,True,Bronze
14121,3,4,2780.15,1,Champions,0.00058425555,0,695.0375,4170.225,4167.788522899002,-216.07477289900135,False,Gold
14122,406,3,362.42,0,Dormant / At-Risk,0.9996859,1,120.80666666666667,543.63,0.1707541829999912,506.277745817,True,Bronze
14123,733,1,436.18,0,Dormant / At-Risk,0.99973625,1,436.18,654.27,0.1725637125000046,611.3839362874999,True,Bronze
14124,84,1,419.58,0,Dormant / At-Risk,0.9997738,1,419.58,629.37,0.1423634939999712,587.759136506,True,Bronze
14125,10,3,2720.63,1,Champions,0.0086338585,0,906.8766666666667,4080.945,4045.7106983237177,-178.8129483237176,False,Gold
14126,7,4,1172.46,1,Champions,0.0025954626,0,293.115,1758.69,1754.125385880006,-93.369885880006,False,Silver
14127,122,6,1900.08,1,Champions,0.008321864,0,316.68,2850.12,2826.4016889763197,-128.78768897632017,False,Gold
14128,60,3,924.21,0,Dormant / At-Risk,0.9817329,1,308.07,1386.315,25.323954736499974,1281.6752952635002,True,Silver
14129,1,9,2591.34,1,Champions,8.489455e-05,0,287.9266666666667,3887.01,3886.6800140352047,-204.02051403520454,False,Gold
14130,319,4,1858.77,0,Dormant / At-Risk,0.99047124,1,464.6925,2788.1549999999997,26.56765983780007,2612.1795901621995,True,Silver
14131,648,1,168.22,0,Dormant / At-Risk,0.9999045,1,168.22,252.32999999999998,0.02409751500000659,229.689402485,True,Bronze
14132,2,11,3586.03,1,Champions,8.436417e-05,0,326.00272727272727,5379.045,5378.591201333183,-278.49845133318286,False,Gold
14133,129,4,911.14,0,Dormant / At-Risk,0.9914498,1,227.785,1366.71,11.685643841999935,1276.688856158,True,Silver
14134,382,15,11123.35,1,Champions,0.0018203607,0,741.5566666666667,16685.025,16654.652236211485,-813.8784862114844,False,Platinum
14135,1,24,8839.67,1,Champions,6.234962e-05,0,368.31958333333336,13259.505000000001,13258.678274901864,-672.1485249018642,False,Platinum
14136,400,5,1570.81,0,Dormant / At-Risk,0.99176425,1,314.162,2356.215,19.40519768624997,2208.99905231375,True,Silver
14137,695,1,332.7,0,Dormant / At-Risk,0.9997267,1,332.7,499.04999999999995,0.1363903650000159,463.9611096349999,True,Bronze
14138,1,2,965.88,1,Champions,0.020968009,0,482.94,1448.82,1418.44112920062,-52.06212920062012,False,Silver
14139,46,4,1086.8,1,Champions,0.25066036,0,271.7,1630.1999999999998,1221.573481128,317.1165188719999,True,Silver
14140,3,2,935.05,1,Champions,0.04280401,0,467.525,1402.5749999999998,1342.5391656742497,-20.09291567424998,False,Silver
14141,2,4,915.13,1,Champions,0.0023128507,0,228.7825,1372.695,1369.5201614083635,-75.45991140836372,False,Silver
14142,373,2,671.34,0,Dormant / At-Risk,0.9997017,1,335.67,1007.01,0.3003910829999734,946.359108917,True,Bronze
14143,133,1,115.8,0,Dormant / At-Risk,0.9999324,1,115.8,173.7,0.01174211999999053,155.00325788,True,Bronze
14144,486,1,30.6,0,Dormant / At-Risk,0.9999403,1,30.6,45.900000000000006,0.0027402299999998107,33.60225977,True,Bronze
14145,46,7,7600.05,1,Champions,0.00011876045,0,1085.7214285714285,11400.075,11398.721121962966,-578.6498719629653,False,Platinum
14146,8,12,9450.3,1,Champions,6.234962e-05,0,787.525,14175.449999999999,14174.56616607917,-717.8886660791723,False,Platinum
14147,78,9,2590.2,1,Champions,0.0002442065,0,287.79999999999995,3885.2999999999997,3884.3511844855498,-203.31618448555037,False,Gold
14148,233,2,466.29,0,Dormant / At-Risk,0.999729,1,233.145,699.4350000000001,0.18954688500001485,654.273703115,True,Bronze
14149,220,1,446.62,0,Dormant / At-Risk,0.99985397,1,446.62,669.9300000000001,0.09782987790001287,626.3356701220999,True,Bronze
