CustomerID,Recency,Frequency,Monetary,Cluster,Segment,churn_probability,churn_predicted
13388,131,3,1185.65,0,Dormant / At-Risk,0.997024,1
13389,11,3,797.96,1,Champions,0.10033063,0
13390,74,1,544.08,0,Dormant / At-Risk,0.99971515,1
13391,203,1,59.8,0,Dormant / At-Risk,0.9999405,1
13392,677,1,91.14,0,Dormant / At-Risk,0.9999045,1
13393,583,4,1131.45,0,Dormant / At-Risk,0.9958454,1
13394,1,19,6621.7,1,Champions,6.234962e-05,0
13395,185,3,1180.23,0,Dormant / At-Risk,0.9976367,1
13396,29,2,1360.99,0,Dormant / At-Risk,0.82985294,1
13397,72,10,3191.87,1,Champions,0.00019154542,0
13398,192,2,670.34,0,Dormant / At-Risk,0.99964046,1
13399,464,3,275.4,0,Dormant / At-Risk,0.99969876,1
13400,582,1,310.83,0,Dormant / At-Risk,0.9998233,1
13402,127,4,1226.85,0,Dormant / At-Risk,0.97219414,1
13403,17,3,229.5,0,Dormant / At-Risk,0.98075634,1
13404,1,2,252.49,1,Champions,0.3283223,0
13405,74,6,1213.811,1,Champions,0.027354572,0
13406,427,2,568.92,0,Dormant / At-Risk,0.9997242,1
13407,578,3,2244.7,0,Dormant / At-Risk,0.98928916,1
13408,1,106,50174.782,1,Champions,6.234962e-05,0
13410,24,9,2201.96,1,Champions,0.00013115967,0
13411,107,1,213.55,0,Dormant / At-Risk,0.9999163,1
13412,620,1,487.35,0,Dormant / At-Risk,0.9997631,1
13413,639,6,429.44,0,Dormant / At-Risk,0.99622583,1
13414,133,6,2494.14,1,Champions,0.004550842,0
13415,472,4,784.17,0,Dormant / At-Risk,0.99833834,1
13416,43,3,940.8,0,Dormant / At-Risk,0.89035463,1
13417,4,6,1669.49,1,Champions,0.00059149915,0
13418,11,31,11559.66,1,Champions,6.4861444e-05,0
13419,63,1,221.06,0,Dormant / At-Risk,0.9998946,1
13420,149,2,159.85,0,Dormant / At-Risk,0.999915,1
13421,40,8,4058.75,1,Champions,0.00010238505,0
13422,64,1,2626.3,0,Dormant / At-Risk,0.9320166,1
13423,428,1,217.03,0,Dormant / At-Risk,0.9999441,1
13424,449,1,572.77,0,Dormant / At-Risk,0.9998447,1
13425,108,5,3390.4300000000003,1,Champions,0.011686113,0
13426,0,22,8167.38,1,Champions,6.234962e-05,0
13427,19,6,1006.53,1,Champions,0.004385567,0
13428,10,3,478.54,1,Champions,0.36623868,0
13429,10,4,1006.8,1,Champions,0.006317567,0
13430,18,2,679.45,0,Dormant / At-Risk,0.9724219,1
13431,67,8,3316.24,1,Champions,0.00020998057,0
13432,571,2,439.1,0,Dormant / At-Risk,0.9995609,1
13433,501,4,658.32,0,Dormant / At-Risk,0.9989549,1
13434,74,5,1666.86,1,Champions,0.02168031,0
13435,5,9,4447.33,1,Champions,6.264033e-05,0
13436,1,1,196.89,0,Dormant / At-Risk,0.95940936,1
13437,14,7,3408.06,1,Champions,0.00010884178,0
13438,547,1,46.5,0,Dormant / At-Risk,0.9999057,1
13439,255,3,986.61,0,Dormant / At-Risk,0.9991689,1
13440,423,7,1295.25,0,Dormant / At-Risk,0.9676781,1
13441,91,2,720.9,0,Dormant / At-Risk,0.99945134,1
13442,667,3,419.87,0,Dormant / At-Risk,0.99930274,1
13443,448,6,1273.16,0,Dormant / At-Risk,0.99014217,1
13444,374,2,619.08,0,Dormant / At-Risk,0.9997484,1
13445,626,1,241.9,0,Dormant / At-Risk,0.9999113,1
13446,430,11,3881.89,1,Champions,0.01444913,0
13447,23,3,1129.14,1,Champions,0.15989469,0
13448,16,13,8745.93,1,Champions,6.455132e-05,0
13449,23,1,291.88,0,Dormant / At-Risk,0.9991584,1
13450,26,13,4120.04,1,Champions,7.913382e-05,0
13451,26,11,7090.06,1,Champions,7.876657e-05,0
13452,259,3,729.8,0,Dormant / At-Risk,0.9994222,1
13453,165,3,781.69,0,Dormant / At-Risk,0.9990036,1
13454,641,1,219.87,0,Dormant / At-Risk,0.9999045,1
13455,24,6,2212.99,1,Champions,0.00036254755,0
13456,17,6,1766.72,1,Champions,0.00060373876,0
13457,688,2,148.22,0,Dormant / At-Risk,0.99988246,1
13458,7,16,11959.27,1,Champions,6.234962e-05,0
13459,624,2,1160.41,0,Dormant / At-Risk,0.9992429,1
13460,29,2,183.44,0,Dormant / At-Risk,0.9996094,1
13461,38,6,4160.0,1,Champions,0.00011691087,0
13462,252,5,1153.85,0,Dormant / At-Risk,0.98963696,1
13464,58,6,3097.64,1,Champions,0.0002610163,0
13465,446,2,931.12,0,Dormant / At-Risk,0.99958104,1
13466,184,5,1013.35,0,Dormant / At-Risk,0.98223394,1
13467,10,2,1071.91,1,Champions,0.57652736,1
13468,1,72,12793.28,1,Champions,6.234962e-05,0
13469,653,1,82.4,0,Dormant / At-Risk,0.9999045,1
13470,99,2,165.0,0,Dormant / At-Risk,0.999897,1
13471,1,4,2501.84,1,Champions,0.00054703956,0
13472,463,2,592.24,0,Dormant / At-Risk,0.9997043,1
13473,60,8,2657.76,1,Champions,0.00022519164,0
13474,236,3,646.59,0,Dormant / At-Risk,0.9995022,1
13475,191,4,1431.78,0,Dormant / At-Risk,0.9699809,1
13476,178,5,2061.4700000000003,1,Champions,0.35832572,0
13477,37,11,2819.17,1,Champions,0.00013637259,0
13478,469,5,2215.78,0,Dormant / At-Risk,0.9554279,1
13479,200,4,851.37,0,Dormant / At-Risk,0.9963237,1
13480,416,2,627.82,0,Dormant / At-Risk,0.99974304,1
13481,45,11,3830.84,1,Champions,0.00013491954,0
13482,232,2,336.09,0,Dormant / At-Risk,0.99973387,1
13483,65,1,140.34,0,Dormant / At-Risk,0.9998903,1
13484,241,3,790.72,0,Dormant / At-Risk,0.99925286,1
13485,233,11,3019.2200000000003,1,Champions,0.001853578,0
13486,78,3,1122.41,0,Dormant / At-Risk,0.98825306,1
13487,57,5,846.87,1,Champions,0.15799741,0
13488,17,23,14205.96,1,Champions,6.455132e-05,0
13489,105,4,449.52,0,Dormant / At-Risk,0.99405,1
13490,654,1,154.25,0,Dormant / At-Risk,0.9999045,1
13491,51,27,4467.66,1,Champions,0.000114293915,0
13492,136,3,1269.84,0,Dormant / At-Risk,0.9931421,1
13493,275,2,618.63,0,Dormant / At-Risk,0.99973756,1
13494,311,1,316.26000000000005,0,Dormant / At-Risk,0.9998919,1
13495,7,10,4863.31,1,Champions,6.264033e-05,0
13496,10,2,653.33,0,Dormant / At-Risk,0.8817339,1
13497,282,6,1166.8300000000002,0,Dormant / At-Risk,0.98214287,1
13498,730,1,327.38,0,Dormant / At-Risk,0.9997267,1
13499,17,5,1159.11,1,Champions,0.003755396,0
13500,23,4,1466.3,1,Champions,0.005496253,0
13501,288,3,2885.11,0,Dormant / At-Risk,0.88690096,1
13502,16,5,780.5,1,Champions,0.010934511,0
13503,71,6,1859.24,1,Champions,0.0033756273,0
13504,64,1,295.93,0,Dormant / At-Risk,0.99976045,1
13505,72,4,4393.63,1,Champions,0.014186731,0
13506,316,5,1338.08,0,Dormant / At-Risk,0.9924299,1
13507,3,4,2479.16,1,Champions,0.00055894244,0
13508,243,2,287.05,0,Dormant / At-Risk,0.9997987,1
13509,8,8,1114.72,1,Champions,0.0007597209,0
13510,1,11,4558.29,1,Champions,6.264033e-05,0
13511,676,1,282.76,0,Dormant / At-Risk,0.99979216,1
13512,260,4,713.39,0,Dormant / At-Risk,0.99822074,1
13513,126,3,824.59,0,Dormant / At-Risk,0.99888235,1
13514,73,4,815.9000000000001,0,Dormant / At-Risk,0.9188098,1
13515,72,6,1265.82,1,Champions,0.02205309,0
13516,21,4,1685.26,1,Champions,0.0044735037,0
13517,59,3,2128.42,1,Champions,0.4709747,0
13518,85,1,627.16,0,Dormant / At-Risk,0.99978083,1
13519,78,2,343.21,0,Dormant / At-Risk,0.99950254,1
13520,58,11,6606.0,1,Champions,0.00012410388,0
13521,1,3,1071.73,1,Champions,0.0047114035,0
13522,30,1,125.8,0,Dormant / At-Risk,0.99980503,1
13523,33,6,4534.57,1,Champions,0.00011468912,0
13524,40,5,680.1800000000001,1,Champions,0.41567996,0
13525,14,2,628.78,0,Dormant / At-Risk,0.9377491,1
13526,738,2,1182.0,0,Dormant / At-Risk,0.9991296,1
13527,33,12,4541.29,1,Champions,9.8749915e-05,0
13529,78,2,307.76,0,Dormant / At-Risk,0.99964,1
13530,634,1,402.98,0,Dormant / At-Risk,0.99975055,1
13531,205,6,1433.07,0,Dormant / At-Risk,0.88570786,1
13532,33,1,210.31,0,Dormant / At-Risk,0.99984086,1
13533,182,3,269.09,0,Dormant / At-Risk,0.9995999,1
13534,2,35,7720.900000000001,1,Champions,6.234962e-05,0
13535,402,1,89.5,0,Dormant / At-Risk,0.99994564,1
13536,1,7,3444.39,1,Champions,0.00010013063,0
13537,425,2,717.85,0,Dormant / At-Risk,0.9996648,1
13538,43,12,3103.13,1,Champions,0.00014705479,0
13539,85,7,1569.36,1,Champions,0.020047713,0
13540,467,3,632.39,0,Dormant / At-Risk,0.99950147,1
13541,427,2,785.25,0,Dormant / At-Risk,0.9996896,1
13542,376,17,3959.49,1,Champions,0.0025954724,0
13543,634,2,1439.61,0,Dormant / At-Risk,0.9985991,1
13544,39,6,790.2,1,Champions,0.05900149,0
13545,390,2,364.93,0,Dormant / At-Risk,0.9997923,1
13546,12,5,1086.24,1,Champions,0.003542793,0
13547,408,1,167.08,0,Dormant / At-Risk,0.99994564,1
13548,96,3,901.44,0,Dormant / At-Risk,0.9976501,1
13549,25,8,1005.8,1,Champions,0.0043133567,0
13550,383,1,342.55,0,Dormant / At-Risk,0.9998573,1
13551,319,2,244.2,0,Dormant / At-Risk,0.99993324,1
13552,66,22,6948.92,1,Champions,0.00014495192,0
13553,674,1,499.6,0,Dormant / At-Risk,0.9997451,1
13554,380,7,1629.35,0,Dormant / At-Risk,0.93347764,1
13555,73,13,8891.84,1,Champions,0.00014792674,0
13556,429,2,200.82,0,Dormant / At-Risk,0.9999311,1
13557,28,13,3032.26,1,Champions,0.000118009644,0
13558,5,4,594.52,1,Champions,0.017192164,0
13559,512,2,990.0,0,Dormant / At-Risk,0.999482,1
13560,7,1,171.42000000000002,0,Dormant / At-Risk,0.9973449,1
13561,215,11,1803.4,1,Champions,0.034576092,0
13562,81,8,4838.18,1,Champions,0.00021530612,0
13563,84,2,777.53,0,Dormant / At-Risk,0.9994562,1
13564,144,37,16498.97,1,Champions,0.0007444304,0
13565,19,3,414.8,0,Dormant / At-Risk,0.8705376,1
13566,40,5,1688.6,1,Champions,0.0039445353,0
13567,428,4,1079.29,0,Dormant / At-Risk,0.99756646,1
13568,173,1,187.05,0,Dormant / At-Risk,0.9999304,1
13569,17,4,726.54,1,Champions,0.054497555,0
13570,243,1,239.49,0,Dormant / At-Risk,0.99994385,1
13571,12,26,4537.26,1,Champions,6.537436e-05,0
13572,205,1,1384.25,0,Dormant / At-Risk,0.99896944,1
13573,50,6,904.52,1,Champions,0.03642121,0
13574,411,1,404.45,0,Dormant / At-Risk,0.9998578,1
13575,23,5,732.07,1,Champions,0.09119499,0
13576,10,28,11202.59,1,Champions,6.4861444e-05,0
13577,25,11,3489.28,1,Champions,0.0001047027,0
13578,409,1,147.66,0,Dormant / At-Risk,0.99994564,1
13579,14,5,1374.34,1,Champions,0.0018393042,0
13580,406,1,107.75,0,Dormant / At-Risk,0.99994564,1
13581,309,2,280.53000000000003,0,Dormant / At-Risk,0.99980575,1
13582,389,2,241.68,0,Dormant / At-Risk,0.99993443,1
13583,155,2,1445.031,0,Dormant / At-Risk,0.993722,1
13584,306,3,385.7,0,Dormant / At-Risk,0.9996505,1
13585,530,3,684.54,0,Dormant / At-Risk,0.99921083,1
13586,541,1,127.28,0,Dormant / At-Risk,0.9999232,1
13587,63,4,1673.5,1,Champions,0.31748763,0
13588,15,9,2478.95,1,Champions,8.859973e-05,0
13589,14,6,1120.74,1,Champions,0.0028168769,0
13590,11,18,6336.04,1,Champions,6.4861444e-05,0
13591,64,7,2093.94,1,Champions,0.0010514566,0
13592,35,4,247.96,0,Dormant / At-Risk,0.9790699,1
13593,108,14,5493.29,1,Champions,0.00027247396,0
13594,52,2,533.32,0,Dormant / At-Risk,0.9991554,1
13595,516,3,784.48,0,Dormant / At-Risk,0.9990953,1
13596,5,2,664.11,1,Champions,0.11406735,0
13597,400,2,396.71,0,Dormant / At-Risk,0.9997392,1
13598,47,5,761.96,1,Champions,0.31728864,0
13599,1,33,9811.04,1,Champions,6.234962e-05,0
13600,312,2,518.42,0,Dormant / At-Risk,0.99972767,1
13601,45,4,1159.99,1,Champions,0.20976582,0
13602,64,4,1025.17,0,Dormant / At-Risk,0.76656795,1
13603,26,1,164.34,0,Dormant / At-Risk,0.99972063,1
13604,658,1,717.62,0,Dormant / At-Risk,0.99968994,1
13605,387,2,522.67,0,Dormant / At-Risk,0.99973255,1
13606,29,3,276.75,0,Dormant / At-Risk,0.9872048,1
13607,40,2,1075.81,0,Dormant / At-Risk,0.976289,1
13608,540,1,232.05,0,Dormant / At-Risk,0.9999232,1
13609,593,1,167.35,0,Dormant / At-Risk,0.9999113,1
13610,12,14,2103.71,1,Champions,0.00011995779,0
13611,89,10,3297.9300000000003,1,Champions,0.00029803175,0
13612,632,1,818.29,0,Dormant / At-Risk,0.9997002,1
13613,452,5,1039.85,0,Dormant / At-Risk,0.9964617,1
13614,24,6,2332.74,1,Champions,0.000276214,0
13615,318,8,6272.53,1,Champions,0.003157794,0
13616,568,2,283.85,0,Dormant / At-Risk,0.9996762,1
13617,40,8,1278.75,1,Champions,0.0027246315,0
13618,173,1,177.34,0,Dormant / At-Risk,0.9999304,1
13619,544,2,224.94,0,Dormant / At-Risk,0.99990547,1
13620,528,1,112.34,0,Dormant / At-Risk,0.9999256,1
13621,116,1,213.85,0,Dormant / At-Risk,0.9999248,1
13622,696,1,658.95,0,Dormant / At-Risk,0.99969995,1
13623,30,10,2533.06,1,Champions,0.00013408155,0
13624,388,1,462.08,0,Dormant / At-Risk,0.99986494,1
13625,596,1,301.26,0,Dormant / At-Risk,0.9998233,1
13626,252,2,707.04,0,Dormant / At-Risk,0.99966717,1
13627,59,7,2245.9,1,Champions,0.00054584554,0
13628,676,1,310.14,0,Dormant / At-Risk,0.9998098,1
13629,23,19,13370.86,1,Champions,6.918343e-05,0
13630,5,7,2031.78,1,Champions,0.0003891497,0
13631,99,11,3070.42,1,Champions,0.0003765117,0
13632,24,8,3645.81,1,Champions,9.0706075e-05,0
13634,33,16,5033.77,1,Champions,9.8749915e-05,0
13635,67,4,2999.16,1,Champions,0.04290847,0
13636,36,5,949.12,1,Champions,0.043789968,0
13637,52,3,804.3,0,Dormant / At-Risk,0.9780507,1
13638,15,1,122.64,0,Dormant / At-Risk,0.99937266,1
13639,74,2,1346.27,0,Dormant / At-Risk,0.99025273,1
13640,611,1,405.0,0,Dormant / At-Risk,0.9997682,1
13641,640,5,1016.47,0,Dormant / At-Risk,0.994586,1
13642,215,4,472.2,0,Dormant / At-Risk,0.9988292,1
13643,31,10,2156.77,1,Champions,0.00017452569,0
13644,16,4,2624.26,1,Champions,0.0007442406,0
13645,120,1,252.1,0,Dormant / At-Risk,0.999882,1
13646,399,2,326.25,0,Dormant / At-Risk,0.9997454,1
13647,9,8,3041.68,1,Champions,9.347649e-05,0
13648,400,8,1764.02,0,Dormant / At-Risk,0.4543319,0
13649,256,6,1453.68,0,Dormant / At-Risk,0.9589497,1
13650,16,10,3288.0,1,Champions,8.8789355e-05,0
13651,35,3,226.85,0,Dormant / At-Risk,0.9979158,1
13652,45,5,2262.05,1,Champions,0.0018093695,0
13653,487,1,152.2,0,Dormant / At-Risk,0.9999403,1
13654,43,11,6308.0,1,Champions,0.00010716659,0
13655,114,6,2280.51,1,Champions,0.0029521147,0
13656,164,4,1078.85,0,Dormant / At-Risk,0.9920747,1
13657,10,2,382.14,0,Dormant / At-Risk,0.96028876,1
13658,9,9,6025.5,1,Champions,6.264033e-05,0
13659,205,12,4884.68,1,Champions,0.00066334574,0
13660,400,1,306.64,0,Dormant / At-Risk,0.9998915,1
13661,603,1,325.24,0,Dormant / At-Risk,0.99976236,1
13662,85,11,2233.61,1,Champions,0.00058980525,0
13663,179,5,2047.51,1,Champions,0.35832572,0
13665,386,3,1711.66,0,Dormant / At-Risk,0.9967056,1
13666,60,5,127.9,0,Dormant / At-Risk,0.933307,1
13667,149,1,299.05,0,Dormant / At-Risk,0.9998586,1
13668,2,35,12948.48,1,Champions,6.234962e-05,0
13669,50,3,413.55,0,Dormant / At-Risk,0.9969862,1
13670,75,1,349.7,0,Dormant / At-Risk,0.9997638,1
13671,394,1,172.6,0,Dormant / At-Risk,0.9999467,1
13672,301,3,419.92,0,Dormant / At-Risk,0.9996038,1
13673,18,2,387.44,0,Dormant / At-Risk,0.99173343,1
13674,432,1,240.68,0,Dormant / At-Risk,0.9999441,1
13675,151,2,486.8200000000001,0,Dormant / At-Risk,0.99966145,1
13676,539,2,243.9,0,Dormant / At-Risk,0.99990845,1
13677,404,2,551.24,0,Dormant / At-Risk,0.9997224,1
13678,151,1,232.6,0,Dormant / At-Risk,0.9999325,1
13679,493,3,281.26,0,Dormant / At-Risk,0.99969876,1
13680,1,12,11419.67,1,Champions,6.234962e-05,0
13681,17,4,827.83,1,Champions,0.0130053805,0
13682,187,1,59.5,0,Dormant / At-Risk,0.99993193,1
13683,457,1,258.6,0,Dormant / At-Risk,0.9998976,1
13684,285,4,594.88,0,Dormant / At-Risk,0.9990584,1
13685,2,7,3119.44,1,Champions,0.0001150156,0
13686,182,3,409.04,0,Dormant / At-Risk,0.99943227,1
13687,438,1,11880.84,0,Dormant / At-Risk,0.9518531,1
13688,635,1,375.5,0,Dormant / At-Risk,0.99978703,1
13689,63,2,1259.5,0,Dormant / At-Risk,0.9882734,1
13690,59,1,172.25,0,Dormant / At-Risk,0.9998838,1
13691,396,1,212.78,0,Dormant / At-Risk,0.9999467,1
13692,24,5,3114.4,1,Champions,0.00025960413,0
13693,374,9,2011.82,1,Champions,0.12951079,0
13694,3,143,195640.69,1,Champions,6.234962e-05,0
13695,31,16,2770.73,1,Champions,0.00013135267,0
13696,421,3,2020.4,0,Dormant / At-Risk,0.9943943,1
13697,38,1,151.3,0,Dormant / At-Risk,0.99985445,1
13698,596,2,451.73,0,Dormant / At-Risk,0.99957734,1
13699,155,2,764.15,0,Dormant / At-Risk,0.999624,1
13700,26,13,2596.9700000000003,1,Champions,0.00010724704,0
13701,446,1,161.0,0,Dormant / At-Risk,0.9999422,1
13702,445,1,135.18,0,Dormant / At-Risk,0.9999422,1
13703,318,2,425.56,0,Dormant / At-Risk,0.9997365,1
13704,5,9,2308.06,1,Champions,0.000113003654,0
13705,7,7,1717.19,1,Champions,0.00053537625,0
13706,302,2,631.1700000000001,0,Dormant / At-Risk,0.9997439,1
13707,267,5,3365.86,1,Champions,0.14949268,0
13708,271,1,285.33,0,Dormant / At-Risk,0.9998789,1
13709,3,18,7571.35,1,Champions,6.234962e-05,0
13710,31,3,509.52,0,Dormant / At-Risk,0.98374176,1
13711,218,9,1792.26,1,Champions,0.07731563,0
13712,246,2,766.42,0,Dormant / At-Risk,0.999694,1
13713,408,3,740.76,0,Dormant / At-Risk,0.9994462,1
13714,465,1,161.35,0,Dormant / At-Risk,0.9999403,1
13715,281,17,8153.04,1,Champions,0.0008910499,0
13716,269,1,138.28,0,Dormant / At-Risk,0.99994445,1
13717,32,8,1763.3,1,Champions,0.00047955773,0
13718,246,2,306.55,0,Dormant / At-Risk,0.99981576,1
13719,15,11,2783.08,1,Champions,9.02822e-05,0
13720,116,4,799.9,0,Dormant / At-Risk,0.9896415,1
13721,36,2,741.54,0,Dormant / At-Risk,0.9969091,1
13722,131,10,5635.41,1,Champions,0.00054851064,0
13723,217,6,1194.08,0,Dormant / At-Risk,0.9704587,1
13724,637,1,213.01,0,Dormant / At-Risk,0.9999045,1
13725,49,8,1980.56,1,Champions,0.00045954285,0
13726,38,2,1079.66,0,Dormant / At-Risk,0.9734621,1
13727,28,8,1074.15,1,Champions,0.0043974877,0
13728,36,16,2855.17,1,Champions,0.00013637259,0
13729,435,3,724.73,0,Dormant / At-Risk,0.99934286,1
13730,135,2,752.6,0,Dormant / At-Risk,0.999629,1
13731,219,2,610.59,0,Dormant / At-Risk,0.9997279,1
13732,28,1,491.86,0,Dormant / At-Risk,0.9989555,1
13733,410,2,487.03,0,Dormant / At-Risk,0.99972695,1
13734,508,4,6695.6900000000005,1,Champions,0.3115759,0
13735,24,13,9762.77,1,Champions,6.918343e-05,0
13736,5,7,2752.47,1,Champions,0.00012079423,0
13737,200,1,339.6,0,Dormant / At-Risk,0.9998281,1
13738,396,1,434.78,0,Dormant / At-Risk,0.9998622,1
13739,18,2,292.2,0,Dormant / At-Risk,0.9964413,1
13740,240,5,1582.77,0,Dormant / At-Risk,0.9611693,1
13741,71,3,668.4300000000001,0,Dormant / At-Risk,0.99743503,1
13742,16,12,3107.87,1,Champions,8.857912e-05,0
13743,2,7,1341.6,1,Champions,0.0009123672,0
13744,95,2,1080.52,0,Dormant / At-Risk,0.99898297,1
13745,162,2,777.36,0,Dormant / At-Risk,0.9996117,1
13746,413,1,176.69,0,Dormant / At-Risk,0.99994564,1
13747,373,2,169.8,0,Dormant / At-Risk,0.99993443,1
13748,95,9,2064.35,1,Champions,0.0008585602,0
13750,53,11,3602.18,1,Champions,0.00014102677,0
13751,288,1,296.25,0,Dormant / At-Risk,0.99988616,1
13752,124,7,1579.8300000000002,1,Champions,0.027950116,0
13753,287,4,2094.57,0,Dormant / At-Risk,0.9706391,1
13754,151,3,447.05,0,Dormant / At-Risk,0.99942684,1
13755,3,9,2108.06,1,Champions,0.000121105964,0
13756,2,23,8655.95,1,Champions,6.234962e-05,0
13757,674,1,195.55,0,Dormant / At-Risk,0.9999045,1
13758,11,15,8698.13,1,Champions,6.4861444e-05,0
13759,33,2,659.4100000000001,0,Dormant / At-Risk,0.99758387,1
13760,54,5,1363.64,1,Champions,0.02450322,0
13761,50,6,1952.17,1,Champions,0.0009466534,0
13762,218,5,2472.48,1,Champions,0.3264297,0
13763,63,3,5217.44,1,Champions,0.206038,0
13764,70,6,2919.62,1,Champions,0.00032593976,0
13765,653,1,352.821,0,Dormant / At-Risk,0.99978703,1
13766,495,1,190.35,0,Dormant / At-Risk,0.9999403,1
13767,2,73,33903.57,1,Champions,6.234962e-05,0
13768,726,2,875.97,0,Dormant / At-Risk,0.9992654,1
13769,2,20,5478.12,1,Champions,6.264033e-05,0
13770,422,4,785.37,0,Dormant / At-Risk,0.9984426,1
13771,64,9,5728.82,1,Champions,0.00014136457,0
13772,33,8,3100.02,1,Champions,0.00014574357,0
13773,396,2,301.54,0,Dormant / At-Risk,0.9998254,1
13774,81,1,345.0,0,Dormant / At-Risk,0.99978906,1
13775,590,1,1049.66,0,Dormant / At-Risk,0.9996735,1
13776,428,2,623.98,0,Dormant / At-Risk,0.99973565,1
13777,0,61,49638.26,1,Champions,6.234962e-05,0
13778,103,4,1124.49,0,Dormant / At-Risk,0.9650334,1
13779,515,1,161.13,0,Dormant / At-Risk,0.9999256,1
13780,7,3,732.07,1,Champions,0.05696623,0
13781,250,3,778.83,0,Dormant / At-Risk,0.99929917,1
13782,12,13,1786.08,1,Champions,0.00017428324,0
13783,487,4,1542.09,0,Dormant / At-Risk,0.9951361,1
13784,9,14,2910.23,1,Champions,8.650666e-05,0
13785,428,4,542.49,0,Dormant / At-Risk,0.9992099,1
13786,367,6,3127.99,1,Champions,0.325111,0
13787,75,6,1222.5,1,Champions,0.032231458,0
13788,505,1,3.75,0,Dormant / At-Risk,0.9999256,1
13789,388,1,239.46,0,Dormant / At-Risk,0.9999467,1
13790,4,1,348.79999999999995,0,Dormant / At-Risk,0.9650555,1
13791,127,2,1516.0,0,Dormant / At-Risk,0.99258995,1
13792,66,3,383.95,0,Dormant / At-Risk,0.99852544,1
13793,646,1,96.0,0,Dormant / At-Risk,0.9999045,1
13794,546,1,126.03,0,Dormant / At-Risk,0.9999057,1
13795,388,4,836.3,0,Dormant / At-Risk,0.99832314,1
13796,499,1,289.7,0,Dormant / At-Risk,0.99986994,1
13797,436,3,1179.45,0,Dormant / At-Risk,0.9986613,1
13798,1,110,75428.87,1,Champions,6.234962e-05,0
13799,116,9,2803.57,1,Champions,0.00056532444,0
13800,309,3,1679.56,0,Dormant / At-Risk,0.99682593,1
13801,66,1,324.8,0,Dormant / At-Risk,0.99968195,1
13802,138,19,26259.11,1,Champions,0.00070319365,0
13803,255,3,1338.91,0,Dormant / At-Risk,0.9983125,1
13804,30,9,3161.12,1,Champions,0.00013544998,0
13805,52,2,924.6,0,Dormant / At-Risk,0.9921056,1
13806,63,1,256.38,0,Dormant / At-Risk,0.9998067,1
13807,367,3,422.2,0,Dormant / At-Risk,0.99961084,1
13808,5,5,1747.66,1,Champions,0.0008140163,0
13809,305,3,679.6999999999999,0,Dormant / At-Risk,0.9994523,1
13810,28,3,1499.01,1,Champions,0.09328094,0
13811,183,3,814.5,0,Dormant / At-Risk,0.99902916,1
13812,42,3,539.0,0,Dormant / At-Risk,0.9905246,1
13813,39,8,2765.4700000000003,1,Champions,0.00015204231,0
13814,92,3,2257.32,0,Dormant / At-Risk,0.76248527,1
13815,22,8,7475.74,1,Champions,6.680266e-05,0
13816,23,2,571.6700000000001,0,Dormant / At-Risk,0.9917818,1
13817,29,2,382.98,0,Dormant / At-Risk,0.9978886,1
13818,429,1,61.28,0,Dormant / At-Risk,0.9999441,1
13819,301,6,2642.35,1,Champions,0.19945721,0
13820,418,3,652.75,0,Dormant / At-Risk,0.9995129,1
13821,144,6,1379.08,1,Champions,0.26366687,0
13822,5,2,632.0,1,Champions,0.13266331,0
13823,18,7,3403.4500000000003,1,Champions,0.00010797272,0
13824,32,12,3314.76,1,Champions,0.00013417657,0
13825,621,2,255.59,0,Dormant / At-Risk,0.99975246,1
13826,176,1,189.5,0,Dormant / At-Risk,0.9999304,1
13827,57,3,409.8,0,Dormant / At-Risk,0.997531,1
13828,22,1,209.49,0,Dormant / At-Risk,0.999637,1
13829,421,1,102.0,0,Dormant / At-Risk,0.99994564,1
13830,581,1,156.85000000000002,0,Dormant / At-Risk,0.9999113,1
13831,16,18,6585.54,1,Champions,6.455132e-05,0
13832,19,2,609.89,0,Dormant / At-Risk,0.9832197,1
13833,159,2,700.41,0,Dormant / At-Risk,0.99959594,1
13834,576,2,324.19,0,Dormant / At-Risk,0.999585,1
13835,25,7,1095.27,1,Champions,0.004549924,0
13836,399,2,620.37,0,Dormant / At-Risk,0.99974304,1
13837,211,2,266.59000000000003,0,Dormant / At-Risk,0.9998393,1
13838,5,10,1690.07,1,Champions,0.00017138907,0
13839,486,1,139.95000000000002,0,Dormant / At-Risk,0.9999403,1
13840,416,1,651.4,0,Dormant / At-Risk,0.9998399,1
13841,252,1,85.0,0,Dormant / At-Risk,0.99994445,1
13842,58,18,5319.34,1,Champions,0.00012468248,0
13843,381,1,319.75,0,Dormant / At-Risk,0.9998938,1
13844,11,1,361.62,0,Dormant / At-Risk,0.99738425,1
13845,64,1,312.98,0,Dormant / At-Risk,0.99976677,1
13846,24,4,1307.79,1,Champions,0.008056106,0
13847,719,1,310.72,0,Dormant / At-Risk,0.9997967,1
13848,92,8,3015.0,1,Champions,0.00037925548,0
13849,51,5,3469.3,1,Champions,0.0006225627,0
13850,129,1,1595.48,0,Dormant / At-Risk,0.9946396,1
13851,95,8,4606.46,1,Champions,0.00024195862,0
13852,610,1,187.35,0,Dormant / At-Risk,0.9999113,1
13853,57,1,1090.14,0,Dormant / At-Risk,0.99509794,1
13854,8,39,11944.56,1,Champions,6.234962e-05,0
13855,500,4,1310.34,0,Dormant / At-Risk,0.99666923,1
