CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13878,54,4,2416.9,1,Champions
13879,645,1,395.5,0,Dormant / At-Risk
13880,21,17,4293.86,1,Champions
13881,3,43,45179.1,1,Champions
13882,2,5,1191.13,1,Champions
13883,10,15,6560.02,1,Champions
13884,7,10,1825.03,1,Champions
13885,189,2,506.8,0,Dormant / At-Risk
13886,71,1,243.56,0,Dormant / At-Risk
13887,204,1,349.55,0,Dormant / At-Risk
13888,119,7,2001.5900000000001,1,Champions
13889,92,6,1991.23,1,Champions
13890,1,14,2927.38,1,Champions
13891,378,3,859.21,0,Dormant / At-Risk
13892,26,6,1267.65,1,Champions
13893,297,1,821.1,0,Dormant / At-Risk
13894,23,3,564.62,0,Dormant / At-Risk
13895,28,6,4008.52,1,Champions
13896,625,1,388.55,0,Dormant / At-Risk
13897,50,3,1160.72,0,Dormant / At-Risk
13898,325,2,686.4,0,Dormant / At-Risk
13899,16,2,388.52,0,Dormant / At-Risk
13900,183,6,1610.5900000000001,1,Champions
13901,72,15,5676.34,1,Champions
13902,632,5,34095.26,1,Champions
13903,400,1,165.45000000000002,0,Dormant / At-Risk
13904,37,2,332.64,0,Dormant / At-Risk
13905,732,1,312.65,0,Dormant / At-Risk
13906,409,1,42.0,0,Dormant / At-Risk
13907,691,1,136.8,0,Dormant / At-Risk
13908,79,4,2369.55,1,Champions
13909,423,2,282.85,0,Dormant / At-Risk
13911,57,20,4234.99,1,Champions
13912,423,1,124.95,0,Dormant / At-Risk
13913,506,1,42.22,0,Dormant / At-Risk
13914,11,2,626.45,0,Dormant / At-Risk
13915,394,1,70.80000000000001,0,Dormant / At-Risk
13916,463,4,1275.81,0,Dormant / At-Risk
13917,49,2,272.04,0,Dormant / At-Risk
13918,49,2,1212.8400000000001,0,Dormant / At-Risk
13919,59,4,1360.68,1,Champions
13920,431,4,1774.68,0,Dormant / At-Risk
13921,402,4,730.7,0,Dormant / At-Risk
13922,351,3,865.2,0,Dormant / At-Risk
13923,53,1,351.13,0,Dormant / At-Risk
13924,1,6,1838.8500000000001,1,Champions
13925,92,4,678.25,0,Dormant / At-Risk
13926,23,1,223.85000000000002,0,Dormant / At-Risk
13927,74,2,708.26,0,Dormant / At-Risk
13928,10,4,464.57,1,Champions
13929,169,11,3494.1,1,Champions
13930,57,2,337.34,0,Dormant / At-Risk
13931,95,11,5257.38,1,Champions
13932,294,1,307.4,0,Dormant / At-Risk
13933,109,2,608.79,0,Dormant / At-Risk
13934,263,1,922.1,0,Dormant / At-Risk
13935,596,3,6116.92,0,Dormant / At-Risk
13936,179,3,939.6600000000001,0,Dormant / At-Risk
13937,169,2,880.13,0,Dormant / At-Risk
13938,35,1,71.66,0,Dormant / At-Risk
13939,23,7,1560.96,1,Champions
13940,17,4,839.14,1,Champions
13941,21,15,10027.18,1,Champions
13942,534,1,320.0,0,Dormant / At-Risk
13943,577,1,246.54000000000002,0,Dormant / At-Risk
13944,653,1,200.43,0,Dormant / At-Risk
13945,394,2,854.1500000000001,0,Dormant / At-Risk
13946,79,6,1876.23,1,Champions
13947,65,1,90.60000000000001,0,Dormant / At-Risk
13948,360,4,548.76,0,Dormant / At-Risk
13949,2,6,2427.32,1,Champions
13950,11,4,745.0600000000001,1,Champions
13951,176,3,674.45,0,Dormant / At-Risk
13952,217,14,12823.521,1,Champions
13953,7,12,6640.68,1,Champions
13954,1,2,439.92,1,Champions
13955,154,3,544.0699999999999,0,Dormant / At-Risk
13956,5,5,1019.27,1,Champions
13957,417,3,458.25,0,Dormant / At-Risk
13958,379,8,4709.2300000000005,1,Champions
13959,79,6,1064.77,1,Champions
13960,21,2,230.22,0,Dormant / At-Risk
13961,392,1,538.4,0,Dormant / At-Risk
13962,21,3,362.8,0,Dormant / At-Risk
13963,308,17,2860.57,1,Champions
13964,387,2,438.9,0,Dormant / At-Risk
13965,476,3,996.61,0,Dormant / At-Risk
13966,435,1,384.26,0,Dormant / At-Risk
13967,145,2,166.3,0,Dormant / At-Risk
13968,423,1,123.66,0,Dormant / At-Risk
13969,7,35,12973.460000000001,1,Champions
13970,386,2,846.55,0,Dormant / At-Risk
13971,18,14,4667.57,1,Champions
13972,70,2,190.25,0,Dormant / At-Risk
13973,287,1,264.7,0,Dormant / At-Risk
13974,49,2,677.72,0,Dormant / At-Risk
13975,31,12,5256.4,1,Champions
13976,206,4,1192.3600000000001,0,Dormant / At-Risk
13977,411,1,519.8100000000001,0,Dormant / At-Risk
13978,14,2,196.79,0,Dormant / At-Risk
13979,73,7,3379.93,1,Champions
13980,60,5,768.8199999999999,0,Dormant / At-Risk
13981,415,1,331.14,0,Dormant / At-Risk
13982,39,9,3954.29,1,Champions
13983,29,21,6753.89,1,Champions
13984,26,12,1893.8,1,Champions
13985,4,22,10020.86,1,Champions
13986,17,1,320.46,0,Dormant / At-Risk
13987,379,2,682.54,0,Dormant / At-Risk
13988,19,8,4757.8,1,Champions
13989,65,5,2026.06,1,Champions
13990,213,1,311.3,0,Dormant / At-Risk
13991,12,6,852.88,1,Champions
13992,30,3,219.5,0,Dormant / At-Risk
13993,42,19,6775.71,1,Champions
13994,3,6,2274.14,1,Champions
13995,15,14,3902.01,1,Champions
13996,386,2,895.76,0,Dormant / At-Risk
13997,519,3,376.46,0,Dormant / At-Risk
13998,446,3,566.7,0,Dormant / At-Risk
13999,10,29,9502.26,1,Champions
14000,211,5,2046.34,0,Dormant / At-Risk
14001,45,9,4228.85,1,Champions
14002,134,2,529.73,0,Dormant / At-Risk
14003,732,1,209.41,0,Dormant / At-Risk
14004,43,11,6258.45,1,Champions
14005,9,5,2874.72,1,Champions
14006,115,7,2196.67,1,Champions
14007,512,1,79.48,0,Dormant / At-Risk
14008,432,1,509.04,0,Dormant / At-Risk
14009,198,3,1099.91,0,Dormant / At-Risk
14010,565,2,445.15,0,Dormant / At-Risk
14011,480,2,457.82,0,Dormant / At-Risk
14012,277,1,328.8,0,Dormant / At-Risk
14013,110,5,1084.57,0,Dormant / At-Risk
14014,77,3,1948.21,0,Dormant / At-Risk
14015,52,1,917.34,0,Dormant / At-Risk
14016,161,11,11403.41,1,Champions
14017,571,1,229.75,0,Dormant / At-Risk
14018,645,1,367.15,0,Dormant / At-Risk
14019,46,3,1421.6100000000001,0,Dormant / At-Risk
14020,16,4,1249.01,1,Champions
14021,155,7,1716.58,1,Champions
14022,225,2,792.15,0,Dormant / At-Risk
14023,7,2,584.07,0,Dormant / At-Risk
14024,121,3,645.74,0,Dormant / At-Risk
14025,464,8,4057.9,1,Champions
14026,470,2,713.11,0,Dormant / At-Risk
14027,60,1,104.82,0,Dormant / At-Risk
14028,550,3,10396.5,1,Champions
14029,63,2,467.66,0,Dormant / At-Risk
14030,18,20,7521.8,1,Champions
14031,7,44,39019.51,1,Champions
14032,2,16,4546.41,1,Champions
14033,555,1,109.44,0,Dormant / At-Risk
14034,22,3,648.89,0,Dormant / At-Risk
14035,28,9,2794.75,1,Champions
14036,284,1,626.65,0,Dormant / At-Risk
14037,176,6,836.95,0,Dormant / At-Risk
14038,78,5,3069.88,1,Champions
14039,33,2,267.28000000000003,0,Dormant / At-Risk
14040,40,35,12523.81,1,Champions
14041,266,1,141.41,0,Dormant / At-Risk
14042,725,1,431.98,0,Dormant / At-Risk
14043,491,2,302.59999999999997,0,Dormant / At-Risk
14044,26,10,3077.7,1,Champions
14045,109,16,10986.63,1,Champions
14046,284,1,154.99,0,Dormant / At-Risk
14047,8,14,3968.11,1,Champions
14048,305,3,748.69,0,Dormant / At-Risk
14049,16,13,13023.4,1,Champions
14050,31,2,746.36,0,Dormant / At-Risk
14051,0,37,21770.98,1,Champions
14052,19,2,466.66,0,Dormant / At-Risk
14053,124,4,572.3,0,Dormant / At-Risk
14054,65,1,92.46000000000001,0,Dormant / At-Risk
14055,106,3,1520.96,0,Dormant / At-Risk
14056,1,23,8152.71,1,Champions
14057,23,22,8346.66,1,Champions
14058,462,2,469.19,0,Dormant / At-Risk
14059,266,1,183.6,0,Dormant / At-Risk
14060,4,30,8898.24,1,Champions
14061,507,3,917.4300000000001,0,Dormant / At-Risk
14062,9,24,25585.65,1,Champions
14063,438,9,22710.2,1,Champions
14064,29,15,3260.2400000000002,1,Champions
14065,389,3,891.02,0,Dormant / At-Risk
14066,266,1,152.55,0,Dormant / At-Risk
14067,63,2,374.7,0,Dormant / At-Risk
14068,320,4,1516.72,0,Dormant / At-Risk
14069,514,2,225.81,0,Dormant / At-Risk
14070,684,1,321.6,0,Dormant / At-Risk
14071,3,8,1437.57,1,Champions
14072,666,1,390.85,0,Dormant / At-Risk
14073,32,1,151.04,0,Dormant / At-Risk
14074,623,1,219.4,0,Dormant / At-Risk
14075,4,6,1734.87,1,Champions
14076,129,1,118.67,0,Dormant / At-Risk
14077,40,6,615.08,1,Champions
14078,101,9,1553.47,1,Champions
14079,124,2,618.73,0,Dormant / At-Risk
14080,32,5,1115.68,1,Champions
14081,302,10,4867.57,1,Champions
14082,364,2,413.36,0,Dormant / At-Risk
14083,4,11,1082.19,1,Champions
14084,512,1,150.5,0,Dormant / At-Risk
14085,2,33,9720.67,1,Champions
14086,462,1,39.95,0,Dormant / At-Risk
14087,2,3,829.47,1,Champions
14088,10,16,64036.8,1,Champions
14089,56,1,158.75,0,Dormant / At-Risk
14090,324,1,76.32000000000001,0,Dormant / At-Risk
14091,654,2,9530.08,0,Dormant / At-Risk
14092,7,24,7229.45,1,Champions
14093,12,1,433.86,0,Dormant / At-Risk
14094,439,1,311.77,0,Dormant / At-Risk
14095,722,1,2.95,0,Dormant / At-Risk
14096,4,17,65164.79,1,Champions
14097,481,2,422.86,0,Dormant / At-Risk
14098,36,1,147.35,0,Dormant / At-Risk
14099,16,20,5750.91,1,Champions
14100,137,1,191.95,0,Dormant / At-Risk
14101,73,13,9961.93,1,Champions
14102,5,5,1105.8799999999999,1,Champions
14104,154,5,743.53,0,Dormant / At-Risk
14105,239,5,5988.83,1,Champions
14106,737,1,214.8,0,Dormant / At-Risk
14107,51,11,4877.3,1,Champions
14108,30,4,1044.96,1,Champions
14109,72,1,144.2,0,Dormant / At-Risk
14110,3,33,12987.95,1,Champions
14111,14,4,692.85,1,Champions
14112,22,13,5834.59,1,Champions
14113,3,16,7092.610000000001,1,Champions
14114,273,7,1364.09,0,Dormant / At-Risk
14115,501,2,622.67,0,Dormant / At-Risk
14116,19,5,1382.74,1,Champions
14117,143,1,90.0,0,Dormant / At-Risk
14118,428,1,458.45,0,Dormant / At-Risk
14119,375,2,183.37,0,Dormant / At-Risk
14121,3,4,2780.15,1,Champions
14122,406,3,362.42,0,Dormant / At-Risk
14123,733,1,436.18,0,Dormant / At-Risk
14124,84,1,419.58,0,Dormant / At-Risk
14125,10,3,2720.63,1,Champions
14126,7,4,1172.46,1,Champions
14127,122,6,1900.0800000000002,1,Champions
14128,60,3,924.21,0,Dormant / At-Risk
14129,1,9,2591.34,1,Champions
14130,319,4,1858.77,0,Dormant / At-Risk
14131,648,1,168.22,0,Dormant / At-Risk
14132,2,11,3586.03,1,Champions
14133,129,4,911.14,0,Dormant / At-Risk
14134,382,15,11123.35,1,Champions
14135,1,24,8839.67,1,Champions
14136,400,5,1570.81,0,Dormant / At-Risk
14137,695,1,332.7,0,Dormant / At-Risk
14138,1,2,965.88,1,Champions
14139,46,4,1086.8,1,Champions
14140,3,2,935.05,1,Champions
14141,2,4,915.13,1,Champions
14142,373,2,671.34,0,Dormant / At-Risk
14143,133,1,115.8,0,Dormant / At-Risk
14144,486,1,30.6,0,Dormant / At-Risk
14145,46,7,7600.05,1,Champions
14146,8,12,9450.3,1,Champions
14147,78,9,2590.2,1,Champions
14148,233,2,466.29,0,Dormant / At-Risk
14149,220,1,446.62,0,Dormant / At-Risk
14150,35,2,658.64,0,Dormant / At-Risk
14151,673,2,679.45,0,Dormant / At-Risk
14152,75,7,1997.3400000000001,1,Champions
14153,483,1,233.39999999999998,0,Dormant / At-Risk
14154,239,8,6460.7,1,Champions
14155,266,1,118.75,0,Dormant / At-Risk
14156,9,156,313437.62,1,Champions
14157,19,5,978.69,1,Champions
14158,40,1,507.65999999999997,0,Dormant / At-Risk
14159,19,20,7860.8,1,Champions
14160,610,7,8421.47,1,Champions
14161,215,7,2996.93,1,Champions
14162,173,2,289.36,0,Dormant / At-Risk
14163,87,5,2594.62,1,Champions
14164,70,2,1631.77,0,Dormant / At-Risk
14165,275,1,120.44,0,Dormant / At-Risk
14166,505,2,251.15,0,Dormant / At-Risk
14167,39,8,1274.29,1,Champions
14168,420,2,370.45,0,Dormant / At-Risk
14169,430,2,621.51,0,Dormant / At-Risk
14170,375,3,570.18,0,Dormant / At-Risk
14171,98,2,498.79,0,Dormant / At-Risk
14172,605,3,369.02,0,Dormant / At-Risk
14173,10,6,586.0,1,Champions
14174,33,1,134.46,0,Dormant / At-Risk
14175,59,8,7678.88,1,Champions
14176,297,5,756.46,0,Dormant / At-Risk
14177,86,13,2209.69,1,Champions
14178,8,7,1600.26,1,Champions
14179,40,2,701.57,0,Dormant / At-Risk
14180,10,33,6117.5,1,Champions
14181,410,2,308.35,0,Dormant / At-Risk
14182,443,4,678.77,0,Dormant / At-Risk
14183,411,2,278.34000000000003,0,Dormant / At-Risk
14184,66,1,452.89,0,Dormant / At-Risk
14185,331,1,197.65,0,Dormant / At-Risk
14186,427,5,1550.63,0,Dormant / At-Risk
14187,473,1,123.5,0,Dormant / At-Risk
14188,30,6,2054.36,1,Champions
14189,2,16,5503.150000000001,1,Champions
14190,666,1,79.9,0,Dormant / At-Risk
14191,1,15,4817.66,1,Champions
14192,388,1,293.74,0,Dormant / At-Risk
14193,67,3,1210.19,0,Dormant / At-Risk
14194,4,36,18670.59,1,Champions
14195,201,6,2615.6,1,Champions
14196,106,1,335.52,0,Dormant / At-Risk
14197,410,1,390.05,0,Dormant / At-Risk
14198,18,9,1569.73,1,Champions
14199,218,4,1091.7,0,Dormant / At-Risk
14200,617,1,379.2,0,Dormant / At-Risk
14201,60,10,1193.54,1,Champions
14202,381,3,847.76,0,Dormant / At-Risk
14203,397,1,339.34,0,Dormant / At-Risk
14204,2,4,1024.83,1,Champions
14205,16,9,2414.2,1,Champions
14206,239,3,1185.01,0,Dormant / At-Risk
14207,687,1,157.8,0,Dormant / At-Risk
14208,94,2,567.05,0,Dormant / At-Risk
14209,10,15,4993.27,1,Champions
14210,105,16,5556.570000000001,1,Champions
14211,53,18,4402.29,1,Champions
14212,89,2,2190.14,0,Dormant / At-Risk
14213,404,1,1192.2,0,Dormant / At-Risk
14214,30,5,1004.38,1,Champions
14215,11,9,3250.33,1,Champions
14216,3,5,2150.04,1,Champions
14217,1,23,3298.59,1,Champions
14218,42,1,169.48000000000002,0,Dormant / At-Risk
14219,4,3,633.83,1,Champions
14220,247,4,1515.0,0,Dormant / At-Risk
14221,42,17,6517.49,1,Champions
14222,177,1,683.17,0,Dormant / At-Risk
14223,92,3,991.13,0,Dormant / At-Risk
14224,110,9,1841.71,1,Champions
14225,434,4,2031.07,0,Dormant / At-Risk
14226,28,6,2985.13,1,Champions
14227,26,15,6368.71,1,Champions
14228,437,3,745.5,0,Dormant / At-Risk
14229,51,7,2594.04,1,Champions
14230,435,3,979.8000000000001,0,Dormant / At-Risk
14231,183,4,1235.6200000000001,0,Dormant / At-Risk
14232,42,5,2048.07,1,Champions
14233,49,7,2904.27,1,Champions
14234,22,4,754.12,1,Champions
14235,75,9,4717.99,1,Champions
14236,80,5,1555.34,1,Champions
14237,373,2,471.14,0,Dormant / At-Risk
14238,326,3,434.23,0,Dormant / At-Risk
14239,43,21,4263.17,1,Champions
14240,30,3,1247.49,1,Champions
14241,183,2,333.7,0,Dormant / At-Risk
14242,234,2,280.55,0,Dormant / At-Risk
14243,8,17,7217.75,1,Champions
14244,660,1,366.41999999999996,0,Dormant / At-Risk
14245,219,2,1693.45,0,Dormant / At-Risk
14246,110,3,1474.06,0,Dormant / At-Risk
14247,278,5,753.56,0,Dormant / At-Risk
14248,318,3,1032.95,0,Dormant / At-Risk
14249,410,12,5400.461,1,Champions
14250,7,3,1904.05,1,Champions
14251,1,5,2879.7000000000003,1,Champions
14252,381,1,350.99,0,Dormant / At-Risk
14253,493,2,363.40000000000003,0,Dormant / At-Risk
14254,432,1,601.03,0,Dormant / At-Risk
14255,546,1,1000.63,0,Dormant / At-Risk
14256,260,5,2460.79,0,Dormant / At-Risk
14257,64,9,5954.45,1,Champions
14258,9,25,32051.34,1,Champions
14259,141,1,120.0,0,Dormant / At-Risk
14260,471,3,824.28,0,Dormant / At-Risk
14261,50,2,1163.45,0,Dormant / At-Risk
14262,8,8,2618.23,1,Champions
14263,423,1,322.93,0,Dormant / At-Risk
14264,154,6,1517.3600000000001,1,Champions
14265,109,4,1373.35,0,Dormant / At-Risk
14266,428,1,40.56,0,Dormant / At-Risk
14267,162,3,1516.24,0,Dormant / At-Risk
14268,470,1,354.85,0,Dormant / At-Risk
14269,439,1,295.73,0,Dormant / At-Risk
14270,331,1,492.65000000000003,0,Dormant / At-Risk
14271,225,2,214.18,0,Dormant / At-Risk
14272,73,4,920.81,0,Dormant / At-Risk
14273,51,4,559.97,0,Dormant / At-Risk
14274,686,1,256.6,0,Dormant / At-Risk
14275,395,6,1189.3799999999999,0,Dormant / At-Risk
14276,98,7,2102.68,1,Champions
14277,15,9,17197.61,1,Champions
14278,409,1,205.83,0,Dormant / At-Risk
14279,520,2,191.86,0,Dormant / At-Risk
14280,196,1,134.04,0,Dormant / At-Risk
14281,408,1,245.15,0,Dormant / At-Risk
14282,3,25,7250.76,1,Champions
14283,463,4,628.44,0,Dormant / At-Risk
14284,30,3,1299.65,1,Champions
14285,21,8,3284.42,1,Champions
14286,23,7,8479.76,1,Champions
14287,8,3,176.63,0,Dormant / At-Risk
14288,213,1,426.6,0,Dormant / At-Risk
14289,8,6,911.26,1,Champions
14290,11,8,4516.56,1,Champions
14291,1,23,7904.1,1,Champions
14292,7,16,9226.25,1,Champions
14293,3,9,2903.01,1,Champions
14294,407,1,375.34000000000003,0,Dormant / At-Risk
14295,40,5,2362.91,1,Champions
14296,421,2,456.4,0,Dormant / At-Risk
14297,17,4,1305.33,1,Champions
14298,8,82,91194.49,1,Champions
14299,8,27,14070.25,1,Champions
14300,18,1,43.2,0,Dormant / At-Risk
14301,117,4,1992.18,0,Dormant / At-Risk
14302,430,3,742.9000000000001,0,Dormant / At-Risk
14303,407,2,277.94,0,Dormant / At-Risk
14304,222,3,1725.01,0,Dormant / At-Risk
14305,71,3,1858.96,0,Dormant / At-Risk
14306,51,6,3151.4,1,Champions
14307,88,10,4287.92,1,Champions
14308,549,2,1147.02,0,Dormant / At-Risk
14309,8,11,3780.81,1,Champions
14310,432,1,492.1,0,Dormant / At-Risk
14311,242,2,516.45,0,Dormant / At-Risk
14312,46,11,3090.29,1,Champions
14314,106,2,229.79999999999998,0,Dormant / At-Risk
14315,44,8,3197.82,1,Champions
14316,422,5,1370.34,0,Dormant / At-Risk
14317,64,1,508.58,0,Dormant / At-Risk
14318,460,1,158.02,0,Dormant / At-Risk
14319,424,1,494.85,0,Dormant / At-Risk
14320,206,5,1346.75,0,Dormant / At-Risk
14321,10,7,2218.06,1,Champions
14322,429,4,474.1,0,Dormant / At-Risk
14323,114,2,605.0600000000001,0,Dormant / At-Risk
14324,409,2,701.61,0,Dormant / At-Risk
14325,569,1,245.48000000000002,0,Dormant / At-Risk
14326,242,3,940.98,0,Dormant / At-Risk
14327,163,6,1894.93,1,Champions
14328,438,1,445.05,0,Dormant / At-Risk
14329,17,15,9887.62,1,Champions
14330,623,1,200.63,0,Dormant / At-Risk
14331,124,2,462.66,0,Dormant / At-Risk
14332,22,5,1917.41,1,Champions
14333,67,1,415.2,0,Dormant / At-Risk
14334,16,12,4318.4800000000005,1,Champions
14335,16,2,454.86,0,Dormant / At-Risk
14336,16,4,1614.91,1,Champions
14338,161,3,928.1,0,Dormant / At-Risk
14339,242,2,620.27,0,Dormant / At-Risk
14340,218,1,134.7,0,Dormant / At-Risk
14341,45,18,4452.02,1,Champions
14342,21,6,918.44,1,Champions
14343,421,4,1079.66,0,Dormant / At-Risk
14344,127,20,2993.05,1,Champions
14345,38,1,108.98,0,Dormant / At-Risk
14346,120,5,2315.75,1,Champions
14347,736,1,82.60000000000001,0,Dormant / At-Risk
14348,260,1,409.57,0,Dormant / At-Risk
14349,10,1,133.5,0,Dormant / At-Risk
14350,274,3,972.03,0,Dormant / At-Risk
14351,164,1,51.0,0,Dormant / At-Risk
14352,157,4,1078.96,0,Dormant / At-Risk
14353,215,3,376.5,0,Dormant / At-Risk
14354,5,2,163.62,0,Dormant / At-Risk
14355,365,3,840.0500000000001,0,Dormant / At-Risk
14356,79,2,701.23,0,Dormant / At-Risk
14357,43,1,225.12,0,Dormant / At-Risk
14358,389,2,400.06,0,Dormant / At-Risk
14359,19,3,912.1800000000001,1,Champions
14360,31,4,2118.03,1,Champions
14361,578,1,214.71,0,Dormant / At-Risk
14362,22,1,151.5,0,Dormant / At-Risk
14363,402,2,227.47000000000003,0,Dormant / At-Risk
14364,108,8,3717.35,1,Champions
14365,394,2,634.68,0,Dormant / At-Risk
14366,525,1,136.0,0,Dormant / At-Risk
14367,8,16,9227.82,1,Champions
14368,319,1,155.0,0,Dormant / At-Risk
14369,642,2,469.13,0,Dormant / At-Risk
14370,450,6,1175.78,0,Dormant / At-Risk
14371,295,1,100.5,0,Dormant / At-Risk
14372,443,2,860.08,0,Dormant / At-Risk
14373,358,1,76.55,0,Dormant / At-Risk
14374,541,1,108.0,0,Dormant / At-Risk
14375,185,3,1106.82,0,Dormant / At-Risk
14376,683,1,215.46,0,Dormant / At-Risk
14377,191,2,617.05,0,Dormant / At-Risk
14378,621,1,131.25,0,Dormant / At-Risk
14379,44,4,1265.16,1,Champions
14380,682,1,48.96,0,Dormant / At-Risk
14381,52,2,625.94,0,Dormant / At-Risk
14382,26,2,1193.6299999999999,0,Dormant / At-Risk
14383,38,3,1247.69,0,Dormant / At-Risk
14384,500,1,58.5,0,Dormant / At-Risk
14385,9,3,202.10999999999999,0,Dormant / At-Risk
14386,296,1,142.4,0,Dormant / At-Risk
14387,32,3,1727.6,1,Champions
14388,10,16,6388.2,1,Champions
14389,65,5,1898.01,1,Champions
14390,10,13,6150.03,1,Champions
14391,576,1,135.6,0,Dormant / At-Risk
14392,432,1,266.4,0,Dormant / At-Risk
14393,218,1,67.95,0,Dormant / At-Risk
14394,564,1,93.8,0,Dormant / At-Risk
14395,2,20,7801.93,1,Champions
14396,65,7,1969.38,1,Champions
14397,2,19,2612.96,1,Champions
14398,401,2,707.79,0,Dormant / At-Risk
14399,394,8,2108.21,1,Champions
14400,149,3,1732.47,0,Dormant / At-Risk
14401,4,22,6795.9,1,Champions
14402,652,1,285.6,0,Dormant / At-Risk
14403,130,6,1880.51,1,Champions
14404,33,13,2724.13,1,Champions
14405,386,1,195.0,0,Dormant / At-Risk
14406,119,1,156.75,0,Dormant / At-Risk
14407,107,6,2157.73,1,Champions
14408,10,11,4102.27,1,Champions
14409,71,9,3427.29,1,Champions
14410,92,11,2631.9,1,Champions
14411,310,1,1063.0,0,Dormant / At-Risk
14412,42,3,1426.19,1,Champions
14413,362,4,764.52,0,Dormant / At-Risk
14414,91,8,2399.33,1,Champions
14415,1,23,11980.09,1,Champions
14416,22,2,490.22,0,Dormant / At-Risk
14417,387,1,524.65,0,Dormant / At-Risk
14418,3,3,1937.25,1,Champions
14419,10,7,1254.64,1,Champions
14420,99,4,1639.17,0,Dormant / At-Risk
14421,57,6,2469.37,1,Champions
14422,0,19,10271.52,1,Champions
14423,218,3,916.61,0,Dormant / At-Risk
14424,17,1,322.08,0,Dormant / At-Risk
14425,434,3,661.39,0,Dormant / At-Risk
14426,23,17,11727.94,1,Champions
14427,50,4,1263.52,1,Champions
14428,7,5,1224.06,1,Champions
14429,403,1,516.28,0,Dormant / At-Risk
14430,511,3,1220.9,0,Dormant / At-Risk
14431,302,4,2614.2,0,Dormant / At-Risk
14432,9,6,2248.5,1,Champions
14433,465,1,280.7,0,Dormant / At-Risk
14434,21,6,1372.8,1,Champions
14435,501,1,90.42,0,Dormant / At-Risk
14436,98,2,271.7,0,Dormant / At-Risk
14437,365,5,873.34,0,Dormant / At-Risk
14438,306,1,131.9,0,Dormant / At-Risk
14439,319,5,9443.04,1,Champions
14440,8,13,5982.03,1,Champions
14441,0,11,4611.6900000000005,1,Champions
14442,204,7,5367.02,1,Champions
14443,53,5,2082.9700000000003,1,Champions
14444,456,1,120.44,0,Dormant / At-Risk
14445,455,1,221.65,0,Dormant / At-Risk
14446,0,5,1200.28,1,Champions
14447,18,6,1711.73,1,Champions
14448,9,2,375.35,0,Dormant / At-Risk
14449,18,8,2230.96,1,Champions
14450,180,7,1128.44,0,Dormant / At-Risk
14451,60,12,3258.68,1,Champions
14452,10,4,658.95,1,Champions
14453,190,1,119.93,0,Dormant / At-Risk
14454,376,5,977.3000000000001,0,Dormant / At-Risk
14455,432,4,617.72,0,Dormant / At-Risk
14456,5,9,3017.28,1,Champions
14457,310,1,113.64,0,Dormant / At-Risk
14458,380,1,228.07,0,Dormant / At-Risk
14459,155,2,5375.741,0,Dormant / At-Risk
14460,110,9,1093.5,1,Champions
14461,148,13,6676.91,1,Champions
14462,66,12,2242.81,1,Champions
14463,98,4,786.5699999999999,0,Dormant / At-Risk
14464,568,2,111.0,0,Dormant / At-Risk
14465,246,11,3925.85,1,Champions
14466,29,13,4267.15,1,Champions
14467,17,12,2203.2400000000002,1,Champions
14468,733,1,204.24,0,Dormant / At-Risk
14469,416,4,2093.46,0,Dormant / At-Risk
14470,11,3,712.04,1,Champions
14471,591,2,400.95,0,Dormant / At-Risk
14472,103,9,2118.72,1,Champions
14473,74,2,234.34,0,Dormant / At-Risk
14474,46,2,1258.89,0,Dormant / At-Risk
14475,71,4,1151.15,0,Dormant / At-Risk
14476,257,1,193.0,0,Dormant / At-Risk
14477,19,7,1969.6,1,Champions
14478,382,4,1276.66,0,Dormant / At-Risk
14479,253,4,1124.71,0,Dormant / At-Risk
14480,11,4,1299.52,1,Champions
14481,164,5,2284.69,1,Champions
14482,18,12,4306.72,1,Champions
14483,281,2,257.1,0,Dormant / At-Risk
14484,50,4,1070.98,1,Champions
14485,38,1,162.8,0,Dormant / At-Risk
14486,511,2,175.5,0,Dormant / At-Risk
14487,26,7,1266.27,1,Champions
14488,67,1,1064.28,0,Dormant / At-Risk
14489,207,4,1574.93,0,Dormant / At-Risk
14490,406,2,1273.47,0,Dormant / At-Risk
14491,175,2,340.93,0,Dormant / At-Risk
14492,430,7,1921.91,0,Dormant / At-Risk
14493,7,10,5087.86,1,Champions
14494,25,3,401.46,0,Dormant / At-Risk
14495,50,3,174.8,0,Dormant / At-Risk
14496,311,7,2363.89,1,Champions
14497,309,2,697.0600000000001,0,Dormant / At-Risk
14498,42,10,3900.83,1,Champions
14499,26,7,2101.79,1,Champions
14500,88,3,356.85,0,Dormant / At-Risk
14501,183,2,251.21,0,Dormant / At-Risk
14502,19,11,2429.83,1,Champions
14503,3,6,3543.26,1,Champions
14504,47,4,673.26,0,Dormant / At-Risk
14505,17,19,11879.08,1,Champions
14506,17,7,2960.25,1,Champions
14507,23,11,3216.7400000000002,1,Champions
14508,22,5,822.92,1,Champions
14509,534,1,110.95,0,Dormant / At-Risk
14510,375,3,979.85,0,Dormant / At-Risk
14511,11,5,1314.81,1,Champions
14512,187,7,1215.97,0,Dormant / At-Risk
14513,100,6,788.01,0,Dormant / At-Risk
14514,61,9,4380.04,1,Champions
14515,17,12,3724.06,1,Champions
14516,516,1,151.17,0,Dormant / At-Risk
14517,33,2,330.45,0,Dormant / At-Risk
14518,64,1,174.37,0,Dormant / At-Risk
